도형번호,지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,설치일자,등기구모형,광원종류,대장초기화여부,비고,도로구간번호,
1404,AI010,500293,41590520,377130167B,MNG244,1900-01-01,LSH000,LCD002,1,30178008,2400231001,
1405,AI010,200019,41590360,376160869B,MNG244,1900-01-01,LSH007,LCD002,1, ,2007812055,
1406,AI010,401167,41590586,377130706B,MNG244,2006-04-01,LSH022,LCD999,1, ,2807919001,
1407,AI010,100180,41590410,376161015C,MNG244,1900-01-01,LSH999,LCD002,1, ,9007111007,
1408,AI010,100613,41590570,376160598C,MNG244,1900-01-01,LSH007,LCD002,1, ,9008011002,
1409,AI010,100806,41590570,376160588B,MNG244,1900-01-01,LSH007,LCD002,1, ,9000921003,
1410,AI010,100260,41590253,376160511D,MNG244,1900-01-01,LSH002,LCD002,1, ,3110121015,
1411,AI010,500657,41590520,377130150D,MNG244,1900-01-01,LSH002,LCD002,1,30251008,3110431004,
1412,AI010,401784,41590585,377130283B,MNG244,2006-04-01,LSH022,LCD999,1, ,2703719001,
1413,AI010,401741,41590585,377130284A,MNG244,2006-04-01,LSH022,LCD999,1, ,2702319005,
1414,AI010,401307,41590587,377130701A,MNG244,2006-04-01,LSH022,LCD999,1, ,2802519001,
1415,AI010,500099,41590410,377130675C,MNG244,1900-01-01,LSH007,LCD002,1,30685005,3220331104,
1416,AI010,500200,41590520,377130146C,MNG244,1900-01-01,LSH002,LCD002,1,30156003,9008831001,
1417,AI010,500704,41590570,377130191D,MNG244,1900-01-01,LSH002,LCD002,1,30601004,1208431002,
1418,AI010,500320,41590520,377130168C,MNG244,1900-01-01,LSH000,LCD002,1,30178035,2700931005,
1419,AI010,500206,41590520,377130146D,MNG244,1900-01-01,LSH002,LCD002,1,30157006,9008831003,
1420,AI010,500175,41590520,377130146A,MNG244,1900-01-01,LSH007,LCD002,1,30146006,3220131003,
1421,AI010,820011,41590256,376161724C,MNG244,2007-01-01,LSH016,LCD002,1, ,2500133002,
1422,AI010,820012,41590256,376161724C,MNG244,1900-01-01,LSH017,LCD002,1, ,9000133007,
1423,AI010,100805,41590570,376160587B,MNG244,1900-01-01,LSH000,LCD002,1, ,9002821006,
1424,AI010,401881,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806719001,
1425,AI010,401880,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806719001,
1426,AI010,5.11E+11,41590600,377130739A,MNG244,2014-01-01,LSH999,LCD004,1,화성동탄 일반산업단지 조성공사 중 GIS구축,51130739033,
1427,AI010,810009,41590262,376160283B,MNG244,1900-01-01,LSH018,LCD002,1, ,2800233283,
1428,AI010,810010,41590262,376160283B,MNG244,2001-01-01,LSH018,LCD002,1, ,2800333286,
1429,AI010,810011,41590262,376160274A,MNG244,1900-01-01,LSH002,LCD002,1, ,2500133336,
1430,AI010,401029,41590586,377130725D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809819001,
1431,AI010,401036,41590586,377130725B,MNG244,2006-04-01,LSH022,LCD999,1, ,2809819001,
1432,AI010,401035,41590586,377130725B,MNG244,2006-04-01,LSH022,LCD999,1, ,2809819001,
1433,AI010,500440,41590570,377130182B,MNG244,1900-01-01,LSH002,LCD002,1,30183009,2707031003,
1434,AI010,8.89E+11,41590256,376161716C,MNG244,2010-01-01,LSH999,LCD999,1,LP1-C1-14/원추형,88617150001,
1435,AI010,8.89E+11,41590256,376161716C,MNG244,2010-01-01,LSH999,LCD999,1,LP1-C1-15/원추형,88617150001,
1436,AI010,100722,41590560,376160549C,MNG244,1900-01-01,LSH007,LCD002,1, ,3220621024,
1437,AI010,500129,41590410,377130651C,MNG244,1900-01-01,LSH007,LCD002,1,30661005,9000231104,
1438,AI010,100026,41590360,376160977C,MNG244,1900-01-01,LSH007,LCD002,1, ,9003611002,
1439,AI010,2.12E+11,41590259,376161432B,MNG244,2013-06-01,LSH007,LCD004,1,"발안도시계획도로 (소2-15,18호선)  GIS DB구축 사업",21161432003,
1440,AI010,2.12E+11,41590259,376161433A,MNG244,2013-06-01,LSH017,LCD004,1,"발안도시계획도로 (소2-15,18호선)  GIS DB구축 사업",21161433004,
1441,AI010,401349,41590585,377130283A,MNG244,2006-04-01,LSH022,LCD999,1, ,2803519001,
1442,AI010,100407,41590253,376160552C,MNG244,1900-01-01,LSH007,LCD002,1, ,2007021005,
1443,AI010,402013,41590540,377130271A,MNG244,2006-06-20,LSH999,LCD002,1, ,2900844324,
1444,AI010,401452,41590587,377130273B,MNG244,2006-04-01,LSH022,LCD999,1, ,2800619001,
1445,AI010,500218,41590520,377130148C,MNG244,1900-01-01,LSH007,LCD002,1,30158007,3220531002,
1446,AI010,100671,41590570,376160597B,MNG244,2003-01-01,LSH002,LCD002,1, ,1332221007,
1447,AI010,200261,41590400,376161939D,MNG244,1900-01-01,LSH007,LCD002,1, ,1330612009,
1448,AI010,100410,41590253,376160556C,MNG244,2001-01-01,LSH002,LCD002,1, ,1208421030,
1449,AI010,500016,41590410,377131144A,MNG244,1900-01-01,LSH002,LCD002,1,31144012,1208231108,
1450,AI010,100533,41590410,376161048C,MNG244,1900-01-01,LSH007,LCD002,1, ,9006711006,
1451,AI010,100489,41590570,376160597B,MNG244,1900-01-01,LSH007,LCD002,1, ,9001721001,
1452,AI010,401460,41590587,377130273B,MNG244,2006-04-01,LSH022,LCD999,1, ,2800719001,
1453,AI010,500124,41590410,377130661A,MNG244,1900-01-01,LSH007,LCD002,1,30661001,9000231103,
1454,AI010,401755,41590585,377130284A,MNG244,2006-04-01,LSH022,LCD999,1, ,2703519005,
1455,AI010,401756,41590585,377130284A,MNG244,2006-04-01,LSH022,LCD999,1, ,2703519005,
1456,AI010,401320,41590587,377130273A,MNG244,2006-04-01,LSH022,LCD999,1, ,2800619001,
1457,AI010,401204,41590586,377130705C,MNG244,2006-04-01,LSH010,LCD999,1, ,2709219003,
1458,AI010,401203,41590586,377130705C,MNG244,2006-04-01,LSH010,LCD999,1, ,2709219003,
1459,AI010,401199,41590586,377130705C,MNG244,2006-04-01,LSH010,LCD999,1, ,2709219003,
1460,AI010,401141,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2503119001,
1461,AI010,401142,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2503119001,
1462,AI010,500774,41590570,377130602C,MNG244,2004-01-01,LSH002,LCD002,1,30612008,1331531016,
1463,AI010,100004,41590253,376160985C,MNG244,1900-01-01,LSH007,LCD002,1, ,9009011001,
1464,AI010,401971,41590586,377130716A,MNG244,2006-04-01,LSH010,LCD999,1, ,2709419004,
1465,AI010,401923,41590587,377130701D,MNG244,2006-04-01,LSH022,LCD999,1, ,2803219001,
1466,AI010,401152,41590586,377130706C,MNG244,2006-04-01,LSH022,LCD999,1, ,2900319001,
1467,AI010,401273,41590585,377130293A,MNG244,2006-04-01,LSH022,LCD999,1, ,2705119001,
1468,AI010,99920150163,41590262,376160744C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150597,
1469,AI010,401621,41590585,377130265A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
1470,AI010,401628,41590585,377130265B,MNG244,2006-04-01,LSH021,LCD003,1, ,2705419001,
1471,AI010,401567,41590587,377130262C,MNG244,2006-04-01,LSH022,LCD999,1, ,2700519001,
1472,AI010,401735,41590585,377130284B,MNG244,2006-04-01,LSH010,LCD999,1, ,2708519001,
1473,AI010,401151,41590586,377130706C,MNG244,2006-04-01,LSH022,LCD999,1, ,2900319001,
1474,AI010,500009,41590410,376161550D,MNG244,1900-01-01,LSH007,LCD002,1,31151009,9005831131,
1475,AI010,100586,41590570,376160599C,MNG244,1900-01-01,LSH999,LCD002,1, ,9009211005,
1476,AI010,100270,41590253,376160521D,MNG244,1900-01-01,LSH007,LCD002,1, ,3220321003,
1477,AI010,200204,41590400,376161595A,MNG244,1900-01-01,LSH002,LCD002,1, ,2005712012,
1478,AI010,200116,41590259,376161432D,MNG244,1900-01-01,LSH007,LCD002,1, ,2700112001,
1479,AI010,500285,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30178050,2700931003,
1480,AI010,500011,41590410,376161550D,MNG244,1900-01-01,LSH007,LCD002,1,31151011,9005831129,
1481,AI010,100751,41590560,376160556D,MNG244,2001-01-01,LSH000,LCD002,1, ,2007021026,
1482,AI010,820041,41590256,376161733D,MNG244,1900-01-01,LSH002,LCD002,1, ,1107733054,
1483,AI010,100763,41590560,376160559D,MNG244,1900-01-01,LSH000,LCD002,1, ,3220621014,
1484,AI010,500519,41590520,377130177D,MNG244,1900-01-01,LSH002,LCD002,1,30188029,9013731001,
1485,AI010,99920150154,41590360,376160834C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150685,
1486,AI010,401415,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2701919001,
1487,AI010,500296,41590520,377130178A,MNG244,1900-01-01,LSH002,LCD002,1,30178011,2400231003,
1488,AI010,500624,41590530,377130188C,MNG244,1900-01-01,LSH002,LCD002,1,30198015,2704631001,
1489,AI010,810044,41590262,376160284A,MNG244,1900-01-01,LSH007,LCD002,1, ,2800233281,
1490,AI010,500013,41590410,377131136A,MNG244,1900-01-01,LSH007,LCD002,1,31146001,1208231117,
1491,AI010,200076,41590259,376161432B,MNG244,1900-01-01,LSH007,LCD002,1, ,2700112009,
1492,AI010,1.00E+12,41590256,376161725B,MNG244,2010-01-01,LSH000,LCD002,1, ,99617250008,
1493,AI010,100421,41590253,376160555D,MNG244,1900-01-01,LSH002,LCD002,1, ,1208421028,
1494,AI010,500443,41590570,377130183A,MNG244,1900-01-01,LSH002,LCD002,1,30183012,2707031004,
1495,AI010,2.12E+11,41590340,376150578B,MNG244,2012-06-01,LSH007,LCD004,1,송산도시계획도로 (대3-1호선) 개설공사 2공구,21150578004,
1496,AI010,99920150104,41590370,376161214A,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150743,
1497,AI010,99920150157,41590360,376160815B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150690,
1498,AI010,401815,41590585,377130274C,MNG244,2006-04-01,LSH022,LCD999,1, ,2703119001,
1499,AI010,401814,41590585,377130274C,MNG244,2006-04-01,LSH022,LCD999,1, ,2703119001,
1500,AI010,401422,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2702819001,
1501,AI010,100388,41590253,376160544B,MNG244,1900-01-01,LSH007,LCD002,1, ,1208421017,
1502,AI010,500220,41590520,377130148C,MNG244,1900-01-01,LSH002,LCD002,1,30158009,9008131001,
1503,AI010,500610,41590530,377130188C,MNG244,1900-01-01,LSH007,LCD002,1,30198031,9014631002,
1504,AI010,100152,41590253,376160938B,MNG244,1900-01-01,LSH002,LCD002,1, ,1104311034,
1505,AI010,100748,41590560,376160560A,MNG244,1900-01-01,LSH000,LCD002,1, ,3330221011,
1506,AI010,500132,41590410,377130661A,MNG244,1900-01-01,LSH007,LCD002,1,30661002,9000231104,
1507,AI010,500143,41590520,377130137C,MNG244,1900-01-01,LSH002,LCD002,1,30147009,3220131004,
1508,AI010,820037,41590256,376161733D,MNG244,1900-01-01,LSH007,LCD002,1, ,1107733055,
1509,AI010,401006,41590259,376161340D,MNG244,2004-07-31,LHS017,LCD002,1, ,2807291001,
1510,AI010,4.22E+13,41590570,377130182D,MNG244,2017-09-24,LSH007,LCD004,1,진안도시계획도로 중로1-8호선 개설공사(서부우회도로연결) GIS DB 구축용역,4.22E+13,
1511,AI010,500068,41590410,377131115C,MNG244,1900-01-01,LSH007,LCD002,1,31125002,1331431133,
1512,AI010,500302,41590520,377130178B,MNG244,1900-01-01,LSH000,LCD002,1,30178017,2802131001,
1513,AI010,300125,41590340,376150578A,MNG244,1900-01-01,LSH007,LCD002,1, ,2800313013,
1514,AI010,300126,41590340,376150578A,MNG244,1900-01-01,LSH007,LCD002,1, ,2800313014,
1515,AI010,300127,41590340,376150578B,MNG244,1900-01-01,LSH007,LCD002,1, ,2800313014,
1516,AI010,300128,41590340,376150577A,MNG244,1900-01-01,LSH007,LCD002,1, ,2800113033,
1517,AI010,300129,41590340,376150578A,MNG244,1900-01-01,LSH007,LCD002,1, ,2800313014,
1518,AI010,300130,41590340,376150578B,MNG244,1900-01-01,LSH007,LCD002,1, ,2800313017,
1519,AI010,100187,41590410,376161015D,MNG244,1900-01-01,LSH007,LCD002,1, ,9007111009,
1520,AI010,100828,41590570,376160587D,MNG244,1900-01-01,LSH002,LCD002,1, ,9003221001,
1521,AI010,500546,41590520,377130179A,MNG244,1900-01-01,LSH000,LCD002,1,30189026,2803531001,
1522,AI010,426008,41590253,376160563C,MNG244,2008-07-24,LSH010,LCD002,1, ,1019042029,
1523,AI010,426009,41590253,376160563C,MNG244,2008-07-24,LSH010,LCD002,1, ,1019042029,
1524,AI010,100662,41590570,376160588C,MNG244,2003-01-01,LSH002,LCD002,1, ,1332221008,
1525,AI010,200287,41590400,376162042D,MNG244,1900-01-01,LSH002,LCD002,1, ,3110212007,
1526,AI010,200055,41590259,376161422D,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812007,
1527,AI010,200097,41590259,376161432D,MNG244,1900-01-01,LSH007,LCD002,1, ,2700112005,
1528,AI010,401529,41590587,377130291A,MNG244,2006-04-01,LSH022,LCD999,1, ,2801219001,
1529,AI010,401530,41590587,377130291A,MNG244,2006-04-01,LSH022,LCD999,1, ,2801219001,
1530,AI010,100505,41590570,376160599A,MNG244,1900-01-01,LSH007,LCD002,1, ,9009211001,
1531,AI010,401246,41590585,377130293A,MNG244,2006-04-01,LSH022,LCD999,1, ,2705119001,
1532,AI010,500227,41590520,377130147D,MNG244,1900-01-01,LSH007,LCD002,1,30158016,9008231012,
1533,AI010,300028,41590310,376122496C,MNG244,1900-01-01,LSH002,LCD002,1, ,2801913001,
1534,AI010,1.00E+12,41590253,376160512C,MNG062,2010-01-01,LSH999,LCD004,1, ,99960000001,
1535,AI010,100308,41590253,376160460B,MNG244,1900-01-01,LSH000,LCD002,1,일반형,2007321004,
1536,AI010,200073,41590259,376161431B,MNG244,1900-01-01,LSH007,LCD002,1, ,2400112007,
1537,AI010,426030,41590253,376160561D,MNG244,2008-07-24,LSH999,LCD002,1, ,1019042048,
1538,AI010,100721,41590560,376160549D,MNG244,1900-01-01,LSH000,LCD002,1, ,3330221017,
1539,AI010,500684,41590550,377130251C,MNG244,1900-01-01,LSH007,LCD002,1,30261003,9007831317,
1540,AI010,100575,41590410,376161048C,MNG244,1900-01-01,LSH007,LCD002,1, ,9006711005,
1541,AI010,401459,41590587,377130273B,MNG244,2006-04-01,LSH022,LCD999,1, ,2801119001,
1542,AI010,401909,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804419001,
1543,AI010,401910,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804419001,
1544,AI010,100648,41590410,376161057D,MNG244,1900-01-01,LSH002,LCD002,1, ,1330911034,
1545,AI010,100797,41590570,376160577A,MNG244,1900-01-01,LSH002,LCD002,1, ,9002721001,
1546,AI010,2.12E+11,41590259,376161433A,MNG244,2013-06-01,LSH017,LCD004,1,"발안도시계획도로 (소2-15,18호선)  GIS DB구축 사업",21161433006,
1547,AI010,99920150056,41590259,376161435C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
1548,AI010,99920150057,41590259,376161434D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150390,
1549,AI010,800002,41590330,376160186C,MNG244,1900-01-01,LSH002,LCD002,1,견착,9000533505,
1550,AI010,810053,41590262,376160284A,MNG244,1900-01-01,LSH007,LCD002,1, ,1107733265,
1551,AI010,401490,41590587,377130263A,MNG244,2006-04-01,LSH021,LCD003,1, ,2800119001,
1552,AI010,100526,41590410,376161048B,MNG244,2004-01-01,LSH999,LCD002,1, ,1331511022,
1553,AI010,401782,41590585,377130283B,MNG244,2006-04-01,LSH010,LCD999,1, ,2702119005,
1554,AI010,500734,41590520,377130609B,MNG244,1900-01-01,LSH002,LCD002,1,30609004,2007131011,
1555,AI010,500663,41590550,377130241C,MNG244,1900-01-01,LSH007,LCD002,1,30251004,9005831320,
1556,AI010,500159,41590520,377130138B,MNG244,1900-01-01,LSH000,LCD002,1,30139002,3220131005,
1557,AI010,99920150028,41590400,376162021A,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150312,
1558,AI010,401945,41590587,377130262C,MNG244,2006-04-01,LSH022,LCD999,1, ,2701119001,
1559,AI010,2.12E+11,41590330,376160623A,MNG244,1900-01-01,LSH002,LCD002,1,견착,21160623004,
1560,AI010,401042,41590586,377130725A,MNG244,2006-04-01,LSH022,LCD999,1, ,2809619001,
1561,AI010,300174,41590350,376151061B,MNG244,1900-01-01,LSH002,LCD002,1, ,2800613013,
1562,AI010,401306,41590587,377130701A,MNG244,2006-04-01,LSH022,LCD999,1, ,2802119003,
1563,AI010,99920150096,41590360,376161305C,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150676,
1564,AI010,99920150097,41590256,376161293D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150750,
1565,AI010,401787,41590585,377130283B,MNG244,2006-04-01,LSH022,LCD999,1, ,2703519001,
1566,AI010,500147,41590520,377130136D,MNG244,1900-01-01,LSH002,LCD002,1,30147013,9009531001,
1567,AI010,100778,41590570,376160587A,MNG244,1900-01-01,LSH002,LCD002,1, ,9003721001,
1568,AI010,401419,41590585,377130283B,MNG244,2006-04-01,LSH022,LCD999,1, ,2702919001,
1569,AI010,401420,41590585,377130283A,MNG244,2006-04-01,LSH022,LCD999,1, ,2702919001,
1570,AI010,99920150224,41590340,376150528B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150617,
1571,AI010,401660,41590585,377130266B,MNG244,2006-04-01,LSH999,LCD999,1, ,2400319001,
1572,AI010,401436,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2701819003,
1573,AI010,401435,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2701819003,
1574,AI010,401918,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2701819003,
1575,AI010,401917,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2701819003,
1576,AI010,401342,41590587,377130272D,MNG244,2006-04-01,LSH022,LCD999,1, ,2708119004,
1577,AI010,401340,41590587,377130272D,MNG244,2006-04-01,LSH022,LCD999,1, ,2708119004,
1578,AI010,401339,41590587,377130272D,MNG244,2006-04-01,LSH022,LCD999,1, ,2708119004,
1579,AI010,500448,41590570,377130172D,MNG244,1900-01-01,LSH007,LCD002,1,30183017,9010631002,
1580,AI010,810101,41590262,376160283C,MNG244,1900-01-01,LSH019,LCD002,1, ,2300133299,
1581,AI010,810103,41590256,376161734A,MNG244,1900-01-01,LSH007,LCD002,1, ,2800333020,
1582,AI010,500432,41590570,377130173C,MNG244,1900-01-01,LSH007,LCD002,1,30183001,9010731002,
1583,AI010,300170,41590350,376151052C,MNG244,1900-01-01,LSH002,LCD002,1, ,1330513008,
1584,AI010,401022,41590586,377130716B,MNG244,2006-04-01,LSH010,LCD999,1, ,2709419002,
1585,AI010,8.89E+11,41590259,376161463C,MNG244,2016-01-01,LSH999,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614631702,
1586,AI010,8.89E+11,41590259,376161463C,MNG244,2016-01-01,LSH999,LCD002,1,화성 향남 2지구 도로 및 지하시설물 DB 구축(20170831),614631704,
1587,AI010,401366,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804019001,
1588,AI010,401368,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2803919001,
1589,AI010,99920150153,41590310,376122413D,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150165,
1590,AI010,810085,41590262,376160283A,MNG244,1900-01-01,LSH018,LCD002,1, ,2600133320,
1591,AI010,401310,41590587,377130273A,MNG244,2006-04-01,LSH022,LCD999,1, ,2800319001,
1592,AI010,500419,41590570,377130172C,MNG244,1900-01-01,LSH002,LCD002,1,30182010,2400731001,
1593,AI010,401852,41590520,377130271C,MNG244,2006-04-01,LSH007,LCD999,1, ,9020219003,
1594,AI010,2.21E+13,41590550,377130244C,MNG244,2018-05-01,LSH002,LCD002,1,화성 반월동 아파트 신축공사 GIS DB 구축용역,22111805229,
1595,AI010,500107,41590410,377130662D,MNG244,1900-01-01,LSH002,LCD002,1,30673001,9002331103,
1596,AI010,500194,41590520,377130137D,MNG244,1900-01-01,LSH002,LCD002,1,30148017,3220131005,
1597,AI010,401493,41590585,377130277A,MNG244,2006-04-01,LSH999,LCD999,1, ,9030319001,
1598,AI010,100329,41590253,376160460D,MNG244,1900-01-01,LSH000,LCD002,1, ,2901621001,
1599,AI010,100472,41590253,376160583B,MNG244,1900-01-01,LSH007,LCD002,1, ,9000421002,
1600,AI010,100577,41590410,376161087A,MNG244,1996-01-01,LSH007,LCD002,1, ,1331511007,
1601,AI010,100688,41590560,376160547C,MNG244,1900-01-01,LSH002,LCD002,1, ,9008021005,
1602,AI010,402015,41590540,377130180B,MNG244,2006-06-20,LSH999,LCD002,1, ,2900844324,
1603,AI010,402016,41590540,377130180B,MNG244,2006-06-20,LSH999,LCD002,1, ,2900844324,
1604,AI010,500700,41590587,377130262A,MNG244,1900-01-01,LSH007,LCD002,1,30272001,9006831301,
1605,AI010,500441,41590570,377130182B,MNG244,1900-01-01,LSH002,LCD002,1,30183010,2707031003,
1606,AI010,500074,41590410,377131114A,MNG244,1900-01-01,LSH002,LCD002,1,31114003,9000831102,
1607,AI010,200088,41590259,376161432C,MNG244,1900-01-01,LSH999,LCD002,1, ,2700212005,
1608,AI010,401062,41590586,377130714D,MNG244,2006-04-01,LSH022,LCD999,1, ,2805519003,
1609,AI010,401061,41590586,377130714D,MNG244,2006-04-01,LSH022,LCD999,1, ,2805519003,
1610,AI010,401082,41590586,377130714A,MNG244,2006-04-01,LSH022,LCD999,1, ,2805919003,
1611,AI010,401081,41590586,377130714A,MNG244,2006-04-01,LSH022,LCD999,1, ,2805919003,
1612,AI010,426023,41590253,376160572A,MNG244,2008-07-24,LSH999,LCD002,1, ,1019042015,
1613,AI010,100597,41590410,376161016B,MNG244,1900-01-01,LSH007,LCD002,1, ,3110111103,
1614,AI010,100852,41590570,376160588B,MNG244,1900-01-01,LSH007,LCD002,1, ,9014321001,
1615,AI010,401416,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2701919001,
1616,AI010,401414,41590585,377130273D,MNG244,2006-04-01,LSH022,LCD999,1, ,2701919001,
1617,AI010,401821,41590585,377130274C,MNG244,2006-04-01,LSH022,LCD999,1, ,2702019001,
1618,AI010,401874,41590586,377130726A,MNG244,2006-04-01,LSH022,LCD999,1, ,2806719001,
1619,AI010,100282,41590253,376160551B,MNG244,1900-01-01,LSH007,LCD002,1, ,9003621001,
1620,AI010,200062,41590259,376161423C,MNG244,1900-01-01,LSH007,LCD002,1, ,2701212001,
1621,AI010,200220,41590400,376162015C,MNG244,1900-01-01,LSH002,LCD002,1, ,3110212026,
1622,AI010,200047,41590259,376161330B,MNG244,1991-01-01,LSH002,LCD002,1, ,2300412014,
1623,AI010,810016,41590262,376160283B,MNG244,1900-01-01,LSH019,LCD002,1, ,2800233287,
1624,AI010,810017,41590262,376160283D,MNG244,1900-01-01,LSH019,LCD002,1, ,2300133288,
1625,AI010,810018,41590262,376160282D,MNG244,1900-01-01,LSH007,LCD002,1, ,2300133300,
1626,AI010,401206,41590586,377130705B,MNG244,2006-04-01,LSH010,LCD999,1, ,2709219002,
1627,AI010,200044,41590259,376161330B,MNG244,1900-01-01,LSH002,LCD002,1, ,2007812014,
1628,AI010,300078,41590320,376160325D,MNG244,1900-01-01,LSH007,LCD002,1, ,2800113026,
1629,AI010,300080,41590320,376160323D,MNG244,1900-01-01,LSH007,LCD002,1, ,2800113011,
1630,AI010,401231,41590585,377130293C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804919001,
1631,AI010,401223,41590585,377130293C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804919001,
1632,AI010,401235,41590585,377130293C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804919001,
1633,AI010,401127,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809119001,
1634,AI010,401126,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809119001,
1635,AI010,401125,41590586,377130706D,MNG244,2006-04-01,LSH022,LCD999,1, ,2809119001,
1636,AI010,300134,41590340,376150578B,MNG244,1900-01-01,LSH007,LCD002,1, ,2800313017,
1637,AI010,300135,41590340,376150577A,MNG244,2005-01-01,LSH007,LCD002,1, ,2800113034,
1638,AI010,500392,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30179062,2801031005,
1639,AI010,500616,41590530,377130198A,MNG244,2004-01-01,LSH007,LCD002,1,30198005,2600431004,
1640,AI010,401153,41590586,377130706C,MNG244,2006-04-01,LSH022,LCD999,1, ,2900319001,
1641,AI010,401158,41590586,377130706C,MNG244,2006-04-01,LSH022,LCD999,1, ,2808119001,
1642,AI010,401157,41590586,377130706C,MNG244,2006-04-01,LSH022,LCD999,1, ,2808119001,
1643,AI010,401156,41590586,377130706C,MNG244,2006-04-01,LSH022,LCD999,1, ,2808119001,
1644,AI010,401574,41590585,377130277A,MNG244,2006-04-01,LSH999,LCD999,1, ,9030319001,
1645,AI010,500326,41590520,377130168D,MNG244,1900-01-01,LSH000,LCD002,1,30178042,2701131002,
1646,AI010,500595,41590570,377130185C,MNG244,1900-01-01,LSH007,LCD002,1,30195005,2501031007,
1647,AI010,200156,41590259,376161555B,MNG244,1900-01-01,LSH007,LCD002,1, ,1208212022,
1648,AI010,500569,41590520,377130179C,MNG244,1900-01-01,LSH000,LCD002,1,30189049,2803731001,
1649,AI010,401585,41590585,377130255A,MNG244,2006-04-01,LSH021,LCD003,1, ,2705619001,
1650,AI010,401400,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804019001,
1651,AI010,401401,41590585,377130283C,MNG244,2006-04-01,LSH022,LCD999,1, ,2804019001,
1652,AI010,401183,41590586,377130706A,MNG244,2006-04-01,LSH022,LCD999,1, ,2808019001,
1653,AI010,401496,41590585,377130704A,MNG244,2006-04-01,LSH010,LCD999,1, ,2709119001,
1654,AI010,401495,41590585,377130704A,MNG244,2006-04-01,LSH010,LCD999,1, ,2709119001,
1655,AI010,100265,41590253,376160511D,MNG244,1900-01-01,LSH007,LCD002,1, ,3110121014,
1656,AI010,401674,41590585,377130256C,MNG244,2006-04-01,LSH999,LCD999,1, ,2709919001,
1657,AI010,99920150004,41590320,376160320B,MNG244,1990-01-01,LSH000,LCD000,1, ,99920150149,
1658,AI010,100804,41590570,376160587B,MNG244,1900-01-01,LSH002,LCD002,1, ,9002721007,
1659,AI010,100684,41590560,376160557A,MNG244,1900-01-01,LSH007,LCD002,1, ,9010321002,
1660,AI010,100205,41590410,376161064D,MNG244,1900-01-01,LSH007,LCD002,1, ,9004911005,
1661,AI010,500085,41590410,377130694B,MNG244,1900-01-01,LSH007,LCD002,1,30695001,3220331112,
1662,AI010,100810,41590570,376160597A,MNG244,1900-01-01,LSH000,LCD002,1, ,9002121001,
1663,AI010,200094,41590259,376161432D,MNG244,1900-01-01,LSH002,LCD002,1, ,2801812002,
1664,AI010,100256,41590253,376160420D,MNG244,1900-01-01,LSH000,LCD002,1, ,3110121009,
1665,AI010,200139,41590259,376161544B,MNG244,1900-01-01,LSH007,LCD002,1, ,1208212017,
1666,AI010,500538,41590520,377130179C,MNG244,1900-01-01,LSH000,LCD002,1,30189018,2803731001,
